Mcat Name,Subcat name,PC_ITEM_ID,PC_ITEM_FOB_PRICE,PC_ITEM_MOQ_UNIT_TYPE
Polyester Filament Yarn,"Yarn, Threads and Fibers",3845,145,Kilogram
Polyester Filament Yarn,"Yarn, Threads and Fibers",3846,145,Kilogram
Polyester Filament Yarn,"Yarn, Threads and Fibers",3847,145,Kilogram
Polyester Filament Yarn,"Yarn, Threads and Fibers",3848,200,Kilogram
Polyester Filament Yarn,"Yarn, Threads and Fibers",3849,175,Kilogram
Polyester Filament Yarn,"Yarn, Threads and Fibers",3850,175,Kilogram
Polyester Filament Yarn,"Yarn, Threads and Fibers",3851,200,Kilogram
Polyester Filament Yarn,"Yarn, Threads and Fibers",3852,130,Kilogram
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3853,200,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3854,999,Box
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3855,1199,Box
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3856,3000,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3857,145000,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3858,40000,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3859,220000,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3860,270,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3861,450,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3862,240,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3863,670,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3864,1000,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3865,65000,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3866,145000,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3867,1680,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3868,220,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3869,1800,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3870,510,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3871,770,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3872,245000,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3873,770,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3874,999,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3875,1099,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3876,160,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3877,1199,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3878,230,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3879,1500,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3880,22000,Unit
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3881,200000,Unit
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3882,14950,Piece
Roti Makers,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",3883,1300,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3884,78000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3885,75000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3886,500000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3887,700000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3888,625000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3889,80000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3890,88000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3891,800000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3892,800000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3893,69000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3894,250000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3895,550000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3896,150000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3897,550000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3898,150000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3899,52500,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3900,265000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3901,50000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3902,300000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3903,395000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3904,1050000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3905,800000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3906,48000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3907,300000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3908,1600000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3909,850000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3910,70000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3911,1250000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3912,1500000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,3913,950000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3914,85000,Pc_Onwards
Liquid Filling Machine,Filling Machines and Bottling Plants,3915,185000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3916,275000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3917,250000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3918,250000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3919,400000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3920,290000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3921,75000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3922,85000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3923,275000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3924,285000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3925,75000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3926,200000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3927,30000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3928,375000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3929,300000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3930,500000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3931,178000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3932,178000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3933,178000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3934,240000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3935,115000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3936,650000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3937,55000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3938,25000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3939,110000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3940,850000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3941,400000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3942,400000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3943,350000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3944,375000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3945,210000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,3946,325000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3947,550000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3948,800000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3949,850000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3950,120000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3951,300000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3952,200000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3953,250000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3954,1800000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3955,400000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3956,1000000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3957,75000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3958,1100000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3959,1000000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3960,75000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3961,150000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3962,175000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3963,750000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3964,85000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3965,45000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3966,450000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3967,1600000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3968,1175000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3969,200000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3970,425000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3971,190000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3972,135000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3973,250000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3974,295000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3975,100000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3976,1500000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3977,55000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3978,270000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3979,550000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3980,550000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3981,950000,Pair
Liquid Filling Machine,Filling Machines and Bottling Plants,3982,1950000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3983,950000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,3984,465000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3985,1950000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,3986,300000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,3987,100000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3988,90000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3989,35000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,3990,800000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3991,500000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3992,170000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3993,650000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,3994,1050000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,3995,750000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,3996,850000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3997,18000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,3998,285000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,3999,150000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4000,250000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4001,450000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4002,5000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4003,800000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4004,700000,Square Feet
Liquid Filling Machine,Filling Machines and Bottling Plants,4005,75000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4006,47000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4007,350000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4008,18000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4009,125000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4010,790000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4011,395000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4012,550000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4013,100000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4014,280000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4015,22000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4016,75000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4017,395000,unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4018,50000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4019,130000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4020,200000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4021,150000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4022,345000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4023,300000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4024,160000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4025,300000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4026,105000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4027,50000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4028,65000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4029,250000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4030,550000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4031,475000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4032,155000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4033,75000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4034,280000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4035,300000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4036,140000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4037,180000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4038,120000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4039,125000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4040,1000000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4041,275000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4042,1200,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4043,140000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4044,70000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,4045,40000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4046,40000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4047,675000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4048,135000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,4049,89000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4050,340000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4051,125000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4052,220000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,4053,85000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4054,650000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4055,350000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4056,750000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4057,699000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4058,131000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4059,35000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4060,500000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4061,500000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4062,14900,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4063,95000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4064,50000,Bottle
Liquid Filling Machine,Filling Machines and Bottling Plants,4065,800000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4066,1600000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4067,2500000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4068,250000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4069,1850000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4070,550000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4071,15,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4072,150000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4073,450000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4074,270000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4075,300000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4076,195000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4077,45000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4078,350000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4079,110000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4080,80000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4081,550000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4082,5000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4083,250000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4084,25,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4085,160000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4086,50000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4087,175000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4088,125000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4089,50000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4090,50000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4091,55000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4092,450000,Number
Liquid Filling Machine,Filling Machines and Bottling Plants,4093,65000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4094,355000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4095,285000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4096,355000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4097,40000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4098,55000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4099,75000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4100,170000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4101,55000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4102,6000000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4103,1450000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4104,1450000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4105,500000,Set
Liquid Filling Machine,Filling Machines and Bottling Plants,4106,28000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4107,290000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4108,104000,Pouch
Liquid Filling Machine,Filling Machines and Bottling Plants,4109,750000,Unit
Liquid Filling Machine,Filling Machines and Bottling Plants,4110,58000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4111,46000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4112,58000,Piece
Liquid Filling Machine,Filling Machines and Bottling Plants,4113,46000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4114,1200000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4115,500000,Number
Jar Filling Machine,Filling Machines and Bottling Plants,4116,495000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4117,45000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4118,950000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4119,600000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4120,100000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4121,125000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4122,850000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4123,480000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4124,12500,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4125,200000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4126,5000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4127,500000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4128,600000,Set
Jar Filling Machine,Filling Machines and Bottling Plants,4129,500000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4130,850000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4131,1500000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4132,650000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4133,45000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4134,900000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4135,200000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4136,300000,Piece
Jar Filling Machine,Filling Machines and Bottling Plants,4137,330000,Unit
Jar Filling Machine,Filling Machines and Bottling Plants,4138,300000,Piece
Polyester Textured Yarn,"Yarn, Threads and Fibers",4139,134,Piece Onwards
Polyester Textured Yarn,"Yarn, Threads and Fibers",4140,105,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4141,90,Kilogram(s)
Polyester Textured Yarn,"Yarn, Threads and Fibers",4142,90,Kilogram(s)
Polyester Textured Yarn,"Yarn, Threads and Fibers",4143,100,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4144,110,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4145,101,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4146,90,kg
Polyester Textured Yarn,"Yarn, Threads and Fibers",4147,101,Box
Polyester Textured Yarn,"Yarn, Threads and Fibers",4148,95,Box
Polyester Textured Yarn,"Yarn, Threads and Fibers",4149,193,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4150,150,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4151,100,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4152,100,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4153,110,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4154,110,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4155,146,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4156,200,Box
Polyester Textured Yarn,"Yarn, Threads and Fibers",4157,200,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4158,100,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4159,145,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4160,200,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4161,2.56,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4162,200,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4163,200,Box
Polyester Textured Yarn,"Yarn, Threads and Fibers",4164,160,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4165,160,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4166,160,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4167,175,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4168,150,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4169,130,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4170,165,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4171,165,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4172,165,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4173,165,Kilogram
Polyester Textured Yarn,"Yarn, Threads and Fibers",4174,165,Kilometer
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4175,2200000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4176,500000,1 Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4177,3989000,Set
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4178,550000,Unit(s)
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4179,250000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4180,50000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4181,600000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4182,79000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4183,2000000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4184,500000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4185,225000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4186,650000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4187,400000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4188,450000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4189,375000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4190,90000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4191,325000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4192,480000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4193,70000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4194,200000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4195,70000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4196,1240000,Set
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4197,75000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4198,1000000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4199,200000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4200,3000000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4201,200000,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4202,80000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4203,300000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4204,212500,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4205,300000,Unit
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4206,5800,Piece
Wire Drawing Machines,"Wire Making, Wire Drawing & Cabling Machines & Equipment",4207,125000,Piece
